Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m?) Missing HI and AK,GDP 2018,"Percentage Living in Poverty, All Ages, 2016",% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),Social Association Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,% Fair or Poor Health,Average Number of Physically Unhealthy Days,% Smokers (adults),% Adults with Obesity,% Physically Inactive,% With Access to Exercise Opportunities,Chronic Respiratory Disease: mortality rate per 100K (2014),Avg Temp 10 Before First-Current,Stay At Home Order After First Case
8,0,57078,23.021129,16.8155857,20.3528505,0.49055678,0.58866814,0.14366306,4.47282666,72.7425628,51.3139914,61.0494742,140.9,61.1,15383.95,1926264,18.6,3.62909609,24.1,5.11744721,16.6360214,10.5,No,11.8889708,19.7473472,4.32602702,20.2063099,42.6,39.8,68.8753569,84.67,16.45652174,0
20,0,32251,22.461319,18.7746116,36.6810332,0.53951815,0.46820254,0.0465,2.1022604,58.5191157,51.8495551,71.7833434,57.1,25.3,15593.93,1044555,19.8,4.81882424,30.1,5.90766551,15.4793969,10.3,No,14.1051773,20.031296,4.21230744,19.8426596,35.6,34.6,58.7869644,77.94,16.58181818,0
27,0,45754,21.9259518,18.3481226,32.5086331,0.74747563,0.59666914,0.0678,4.34934651,60.3225948,51.3507016,73.7664227,58.5,26.9,16036.47,1438869,20.5,3.25710641,30.6,4.87360143,12.6229651,10,No,15.3549807,21.8334185,4.52522958,20.3106026,37.7,32.7,56.8643814,74.72,16.75625,0
89,6,33700,19.2255193,23.4836795,46.8724036,0.40059347,0.78635015,0.0445,3.16617211,48.0385757,50.8961424,85.7081582,57.6,28.8,17819.45,551261,24.9,4.69397514,36.3,5.45082656,11.7450157,10.1,No,14.5331325,22.00129,4.38536361,19.0575202,40.3,32.8,43.6704698,52.77,17.85833333,0
18,0,37660,22.2782793,20.1672863,36.7976633,0.90812533,0.49389272,0.0558,3.38289963,57.0100903,51.8560807,75.5682403,36.8,18.8,18862.12,910269,23.4,4.00597015,33.5,4.01610878,10.3693069,10,Yes,13.2526068,21.7204872,4.41757941,20.5597034,42.3,34.5,44.4924406,77.9,19.02714286,0
44,0,66802,22.1804736,18.9784737,41.1933774,0.37274333,0.462561,0.0569,2.10622437,54.7094398,52.8202748,57.764156,122.4,54,16817.56,2272984,21.1,4.07830885,33.4,5.25990034,13.0825838,10.3,No,14.4290854,23.4553795,4.47867562,18.676525,37.4,31.8,65.4387676,89.01,16.95277778,0
5,0,30599,25.3047485,16.6672114,46.9688552,3.01317037,0.54903755,0.0327,2.85303441,45.2563809,52.5638093,69.5059572,79.2,33.9,17009.93,760294,25.6,4.77090222,48.5,6.0245815,7.82625709,10.1,No,15.312079,24.2241771,4.68451246,21.8728372,41.6,37,31.1677375,78.4,16.6,0
73,1,160647,24.4100419,14.0892765,25.1943703,0.72270257,2.0019048,0.16246802,5.57495627,64.0173797,51.3990302,19.4829922,238.2,96.3,18591.85,3090144,9.5,3.02223051,17,4.27614385,6.13591042,10,No,14.3288369,16.3866074,3.75136244,17.119669,31.5,24.2,72.244883,61.96,18.88513514,0
10,0,27052,18.0910838,18.756469,35.0916753,0.48055597,0.53600473,0.0739,6.04391542,56.6908177,46.3108088,73.3110988,53.9,21.1,16935.89,539275,17.7,3.47314481,25,6.01565958,9.74038137,10.3,No,12.3280132,18.9411041,4.00448748,16.6554415,38.3,30.6,42.8089679,54.45,18.49142857,0
24,0,22402,19.1902509,21.7391304,57.0083028,0.33479154,0.6963664,0.0268,2.24533524,38.2421212,52.2230158,78.3144098,34.9,17,15898.96,1222682,21.2,6.15164521,34.1,5.69795918,13.7125669,10.1,Yes,15.3716216,22.9443907,4.48105591,19.3612433,42.4,36.6,32.3885457,61.02,17.22051282,0
82,7,138159,23.5887637,16.9883974,42.6689539,0.41618715,1.55907324,0.0955,2.71788302,51.5109403,53.3443352,38.5184644,171.1,73.3,17501.16,6747394,18.3,3.65476696,26.3,5.01887611,12.1963541,10.2,Yes,13.6618358,19.7547108,4.12238611,18.0439633,38.2,32.1,45.7610403,76.61,16.95277778,0
33,1,62249,18.3745924,27.7755466,30.6398496,0.32289675,0.5863548,0.0627,3.22093528,64.4315571,52.6739385,41.5173377,73.9,41.4,19186.14,2193408,15.2,4.53761756,32.8,5.13613975,16.3942409,9.4,No,14.704676,18.5388099,3.97353476,16.3536712,34,26.3,69.4421357,53.94,17.8,0
373,10,514213,23.0184768,15.7786754,17.9153386,0.49104165,2.61642549,0.0821,9.25569754,68.2623738,51.505699,12.6056845,574.7,249,15983,27449115,10.9,2.93255604,14.6,4.57643925,12.3708411,9.5,No,13.1285452,15.4013419,3.38676177,14.8016997,28.5,22.2,79.9155632,59.1,14.8625,0
18,0,70741,22.5738963,18.5111887,31.7722396,0.50748505,1.36554473,0.0947,6.26369432,59.2386311,53.4230503,39.7525158,153.2,68.3,16279.22,2613491,21.7,3.64734768,31,4.98275761,13.5029493,10.5,No,15.5941056,19.0452034,4.25147163,18.7334828,36.3,29,74.485006,57.94,16.65142857,0
11,0,19351,21.2702186,18.4124851,52.7414604,0.48576301,0.552943,0.0465,4.13415327,40.9591236,48.8398532,78.4732101,37.7,16.3,18570.85,431300,22.3,3.50983726,36.7,3.56891314,10.7131925,10.2,No,9.60219479,22.1805771,4.30449053,20.1951392,42.3,34.4,44.8127074,59.42,17.99411765,0
151,8,344147,17.9327439,23.9522646,12.7245044,0.59189823,1.37673727,0.13918471,6.077926,77.5424455,51.8200072,30.3756902,237.5,164,18537.82,11205683,15,4.18935788,24.5,4.02610003,8.94175258,9.8,No,16.6264074,17.8558104,4.17278903,17.3952724,30.6,25.3,84.1985065,66.11,16.1,0
14,0,28971,20.3272238,19.3641918,41.0272341,0.8629319,0.90780436,0.0863,13.2132132,43.3398916,49.5357426,66.6707027,37.8,15.7,19238.82,906749,20.7,3.0211233,33.6,4.09329783,7.02790077,10.2,No,18.3333333,23.5328155,4.52694758,20.5403179,37.4,28.4,51.9352625,49.04,19.94411765,0
187,5,65592,23.1232467,18.3376022,24.1645323,0.42383218,0.75161605,0.0671,4.43499207,68.7797292,51.7898524,57.6802762,84.9,37.8,16216.5,1823910,15.6,3.54649153,22.1,4.29660771,11.5320745,10.3,No,12.4040656,16.1058857,3.7561885,15.9112902,38.8,28,52.3834222,66.07,15.03673469,0
67,1,95380,21.7928287,21.0306144,21.1595722,0.34074229,1.54539736,0.0461,5.58293143,70.042986,51.491927,49.9543391,139.6,59.5,15604.98,3501614,13,3.7933389,20.2,4.92075387,12.4257158,10.8,No,11.3148332,18.0239617,3.93603555,15.7609621,31.5,26.3,59.737515,66.35,15.66444444,0
14,1,66994,21.781055,18.5240469,24.8738693,0.38361644,0.57169299,0.1492671,5.07209601,67.8777204,51.6658208,64.194358,93.2,43,15923,3972703,18.2,3.5870985,28.4,4.51183217,12.2666348,10.6,Yes,13.0375025,21.3137199,4.45506586,19.6039848,36.1,31,53.9714745,84.56,16.88928571,0
33,3,17142,20.1435072,18.3584179,63.6331817,0.43752188,0.420021,0.0233,2.53179326,32.0907712,48.5882628,71.9510926,46.9,19,16779.09,335137,27.7,4.58548436,42.8,4.90762582,8.06916427,10.2,No,16.40625,27.616557,4.79799709,21.3188298,39.7,32.1,38.9906348,69.64,16.66578947,0
212,8,295032,23.1479975,15.7884569,14.9553269,0.5287562,2.17874671,0.14913637,6.25016947,74.4773448,51.3429052,25.2760194,375.4,163,16787.13,10931139,11.7,2.8679066,17.5,4.08340728,11.2853614,10,No,12.3645664,16.6664649,3.91185515,16.3042054,32.1,23.2,63.3634538,60.25,16.87142857,0
4,1,31039,22.8164567,19.8524437,56.2743645,0.71200748,0.66690293,0.0193,2.94146074,38.3775251,54.1544509,60.7525256,28.5,30.6,16914.56,526593,25.2,5.50791812,37.1,6.01453536,9.26724827,9.9,No,16.3358147,26.0357836,4.68889444,20.0399297,43.6,38.1,59.3339786,71.42,16.50967742,0
8,1,26398,19.9143875,18.0354572,50.617471,4.87536935,0.45836806,0.0417,3.26539889,39.1772104,47.806652,55.0478692,67.6,25.2,17628.96,719813,28.1,5.11084416,42.8,5.34846493,5.5917987,10.3,Yes,13.1484335,25.9187641,4.64891889,21.3794651,38.6,31.9,26.9242733,92.22,16.6,0
15,0,9410,11.8597237,34.9309246,45.1009564,0.1381509,0.5738576,0.085,1.37088204,51.7640808,46.3018066,100,60.3,15.2,16554.54,189763,18.1,3.55255432,34.5,5.01195044,12.5720272,10.5,No,8.91959799,20.0142846,4.01610789,16.7716293,34.2,27.1,96.413564,44.89,16.96956522,0
15,1,38520,21.8172378,19.6053998,29.9844237,0.80218069,0.65939772,0.28816199,7.63239875,60.2076843,51.2123572,67.8495254,59.5,28.4,16157.02,1351736,18.9,3.13572041,24.8,4.82687056,12.7312409,10.2,No,11.5477422,17.7715919,3.80011535,18.3484374,35.7,31.3,54.0897942,59.94,16.65142857,0
14,0,78374,19.9236992,23.2168832,7.32130554,0.36236507,0.94036288,0.037,5.74552785,84.1490801,50.803838,64.9213038,118.6,61.9,16331.68,3480348,14.6,3.32091691,20.5,4.85747927,14.7534619,10.2,No,14.9846104,14.5613569,3.61503333,17.3798112,31.5,22.8,63.5924226,66.85,15.64545455,0
38,0,86934,21.9062737,19.6861987,61.6122576,0.67752548,0.9973083,0.0368,2.36271194,33.181494,53.3577197,63.7776889,83.6,38.4,17984.69,3115582,22.7,5.75374993,36.5,5.59320366,13.8323655,10.5,No,15.7673861,22.7784611,4.45800598,17.2303447,41.1,28.8,41.4936055,60.55,17.92222222,0
34,0,124937,18.9791655,16.5363343,6.82263861,0.2809416,2.06824239,0.0304,3.75789398,85.5703275,50.2037027,35.7922901,240.2,103.2,16089.89,3412082,14.9,3.36639295,17.3,4.96887729,13.8485087,10.4,No,15.8811925,16.6338828,4.01339878,16.6195709,32.1,24.1,74.7030799,74.85,12.975,0
535,11,414576,21.3784686,12.7334916,47.3020628,0.3654336,2.94758983,0.14689707,5.19253406,42.1365443,51.6809946,9.07038678,507.9,213.6,16798.59,23330091,16.4,3.43777286,20.2,4.74722598,12.0507687,9.8,Yes,16.8770787,17.4302446,3.57791017,15.9110915,32.7,24.9,75.9661798,46.98,17.22051282,0
7,0,20544,21.6608256,19.7624611,24.1043614,1.38726636,0.35533489,0.96378505,16.2091122,57.909852,49.2990654,80.5283019,43.9,20.5,16554.13,383486,16.7,3.09945504,23.8,4.17467228,12.2237434,10.3,Yes,10.2744546,22.3445022,4.30079127,18.9883622,38.1,33.3,43.5773585,53.1,17.73243243,0
190,4,313888,23.0977291,16.1879397,20.5191024,0.4304083,2.48751147,0.0675,7.09138291,68.0166174,51.5151901,27.4323179,351.9,151.8,15558.5,13481467,15.6,3.11291413,20.7,4.32258213,13.0681041,9.5,Yes,13.7089539,17.0659613,4.09807845,17.0194958,32.3,27.8,77.050864,82.24,13.88085106,0
156,4,106512,23.8038906,16.4450954,47.2669746,0.55486706,1.48809524,0.12768514,4.06714736,44.8982274,51.9152772,31.9656418,161.6,69.2,17146.16,3773452,20.4,4.02538531,28.2,4.51042567,10.3886866,10.5,No,15.2762465,22.2753425,4.26578157,18.0153232,38.2,28,68.5610855,68.61,17.92222222,0
23,0,27410,21.2185334,20.2626779,31.7256476,0.32469902,0.37212696,0.0511,1.68551624,64.2137906,52.6194819,65.3568592,56.3,27.5,15675.6,673529,21.2,4.14436194,32.3,4.92682765,17.7942405,10.2,No,11.3362069,20.3368137,4.09985819,18.5837618,38.6,30.2,65.280895,90.98,16.5,0
16,0,30606,20.7148925,21.0448932,64.3533948,0.50970398,0.81029863,0.0425,2.14010325,31.4480821,52.6498072,81.936496,36.8,16.4,18181.22,729534,29.8,5.43354482,37.7,5.4251698,8.99367231,9.8,No,19.1940175,25.1775832,4.47532325,19.3846392,42,34.2,20.3294309,54,17.69677419,0
138,3,274118,24.2578014,14.3135438,18.9075508,0.86057829,2.46390241,0.0901,5.74643037,70.2018839,51.7587316,22.9549747,332.2,138.4,15337.48,10183072,10.7,3.25847285,13,4.46683478,11.334677,11,No,12.7735645,14.1677789,3.56988911,15.4837032,32.3,24.3,72.8030327,69.74,15.65128205,0
1,0,2801,24.8125669,20.5997858,0.67832917,2.71331667,0.7140307,0,6.3905748,88.6469118,46.8047126,100,3.8,1.9,13337.89,150342,10.4,2.89017341,14,3.46242592,14.6092038,6.2,No,4.80349345,9.70103584,2.63374721,12.3515496,36.8,18.7,57.8228782,45.28,3.317241379,0
22,2,18883,27.5803633,16.9941217,0.91616798,1.50399831,11.3806069,0.41836573,11.057565,73.7965366,49.0600011,27.3652144,13.8,6.6,14058.47,951722,14,2.59481038,18.3,3.34411863,18.7255604,6.2,No,12.7079175,12.97968,3.17849667,15.6174013,35.7,19.4,68.1170249,50.02,2.842222222,0
0,0,3468,33.8811995,12.4855825,0.40369089,59.8904268,0.43252595,0.0577,5.59400231,31.9780854,51.1245675,100,2.9,1.1,13724.57,68067,33.8,4.46927374,44.7,3.56871246,11.5807759,4.8,No,23.0769231,20.5141421,4.58446652,26.6410827,41.8,22.7,4.02215098,69.46,,0
4,0,6980,20.3151863,20.3724928,1.26074499,8.53868195,0.25787966,0.043,3.46704871,85.5730659,40.8166189,100,12.5,5.2,13008.78,242541,14.6,2.53648367,19.2,4.12702854,21.4776632,7.3,No,7.58483034,11.8347274,2.94893491,15.3156053,39.7,27.2,66.8033946,40.87,5.373333333,0
9,0,35232,20.5012489,11.9067893,1.54121253,1.18925976,2.92631699,0.0795,3.42586285,89.7422798,48.0954814,29.6668231,40.3,16.6,13596.44,1957992,14,2.8287502,9.2,4.46924713,16.3479784,6.9,No,13.4304207,10.5099907,3.0541757,13.4972881,28.4,14.8,83.7603629,44.81,4.075,0
14,0,39316,23.9495371,17.1609523,2.42140604,3.44134703,3.11577984,0.22637094,3.26330247,85.9166751,50.8546139,28.8905313,21.3,9.8,13770.19,2025182,10.6,2.82896941,11.4,4.15800726,16.3356986,5.9,No,11.2523249,11.8571678,3.12678838,14.4672678,31.5,21.1,79.2340752,52.39,1.805882353,0
1,0,5229,26.1044177,18.9711226,0.53547523,9.8680436,0.38248231,0.0382,2.88774144,84.0504877,50.0478103,100,6.4,3,13255.93,291223,12.7,2.72082019,22.4,4.09466082,15.060241,6,No,10.5515588,11.9808908,3.10387253,15.9599764,29.2,24.9,63.0256898,52.18,3.053846154,0
0,0,2036,39.3909627,7.85854617,0.78585462,80.7956778,0.0491,0.0982,4.91159136,15.1277014,50.2946955,100,4.1,1.3,13991.94,99261,39.5,5.92383639,51.3,6.02278297,0,5.8,No,25.2525253,29.5658782,5.77354613,36.0134896,48,23.6,0,100.1,,0
1,0,10222,24.2222657,20.0352182,0.56740364,2.43592252,0.45000978,0.11739386,3.61964391,90.9998043,49.3641166,48.1701286,4.5,2.1,14059.54,289151,13.9,3.26732673,18.9,4.74056604,9.89413278,5.1,No,11.722488,12.8598626,3.25635147,15.9143703,32,21.6,72.3541049,68.26,0.148,0
0,0,1377,15.9041394,28.3224401,0.29048657,1.01670298,0.43572985,0,2.03340596,95.5700799,48.0029049,100,2,1.3,13637.02,106786,9.6,3.91414141,13.3,4.37252203,21.7548949,5.2,No,8.08823529,9.56507495,2.62110871,12.0134776,31.1,21.8,22.3055935,30.42,,0
4,0,9338,29.7172842,18.3658171,0.47119298,32.094667,0.26772328,0.0107,3.49111159,62.7436282,50.0214179,100,8.3,3.5,12942.98,652724,21.7,3.22830579,28.4,4.85071575,15.9100552,6.8,Yes,11.9565217,17.3124957,3.90443952,20.2987091,42.4,22.6,54.9129149,50.62,2.842222222,0
1,0,3739,25.835785,21.1553891,1.84541321,0.48141214,0.64188286,0,3.18266916,93.3137203,48.5156459,100,3.9,1.8,14176.83,179186,11.6,3.9640592,18.9,3.97825049,13.6314068,5.6,Yes,8.33333333,11.8729611,2.92520186,13.9926812,31.4,28.4,41.5334598,48.53,3.377777778,0
6,0,14041,17.4916317,12.2284738,1.61669397,4.06666192,2.88440994,0.0855,3.01260594,86.6961043,49.953707,24.321985,33.6,13.7,12899.28,616494,20,2.88275862,16.3,6.25558711,12.8663331,8.2,No,21.5428034,13.2613607,3.41013191,15.6646066,30.3,19.7,84.6797461,53.44,4.648148148,0
13,0,28015,24.0014278,17.6655363,0.58897019,2.71997144,0.7638765,0.00714,2.45939675,92.568267,49.7376406,22.4629963,39.5,18,13724.3,1347759,11.8,3.03464444,12.4,3.92882147,17.7942276,5.4,Yes,12.3154787,12.1019666,3.40069925,16.3911411,32.2,21.2,82.855254,53.5,2.918181818,0
1,0,4165,36.9267707,11.3085234,0.40816327,65.5702281,0.52821128,0.048,5.28211285,28.5954382,49.8439376,100,1.6,0.6,13651.84,124679,39.1,4.13343002,41.4,6.45141735,7.13775874,5.1,Yes,21.9512195,27.2414368,5.48989313,32.1350848,39.4,26.3,1.77777778,54.46,1.75625,0
0,0,8726,15.3907862,30.036672,0.57300023,3.67866147,0.64176026,0.0229,3.09420124,90.4881962,50.2979601,100,5.3,3,13744.64,205608,10.6,4.02369785,17.4,4.08474718,10.3555402,3.8,Yes,12.3376623,11.029399,2.96561461,13.8547176,30.9,24.3,79.4912366,53.85,,0
3,0,19790,22.9358262,18.8175846,0.77817079,3.35017686,0.64173825,0.0859,3.11773623,90.5608893,50.0050531,23.3234208,44.8,20.3,13676.68,1028594,10.8,2.63732266,13.7,4.06605489,14.2103126,6.8,No,11.2463768,12.0046033,3.1854333,15.1078426,27.3,21.5,83.623872,48.17,2.842222222,0
0,0,5505,22.5431426,25.431426,0.38147139,9.33696639,0.8537693,0,2.37965486,85.7584015,49.0099909,100,5.6,3.5,13688.61,264913,14,4.2454513,18.1,4.78684016,19.9239268,5.5,No,10.7421875,13.2375961,3.30502544,15.2688887,36,29.7,33.1348511,50.6,,0
1,0,4337,23.7952502,21.8814849,0.85312428,0.55337791,0.25363154,0,2.83606179,94.6276228,48.2822227,100,7,3.5,13737.3,277741,9.8,4.44650301,11,3.46983122,18.6872226,5.7,No,8.21917808,10.6517984,2.71689539,13.0184993,36.3,26.9,34.715857,44.76,4.692857143,0
0,0,5904,37.8895664,9.46815718,0.45731707,74.0176152,0.20325203,0.0169,4.8102981,20.1050136,50.4234417,64.0822486,2.3,0.9,13975.95,199284,27.5,8.81156801,30.9,5.29935026,13.7103685,5.1,No,16.969697,24.4825461,4.9147175,30.7172332,39.3,27.2,53.7823052,73.61,,0
0,0,2935,25.7240204,24.088586,0.51107325,2.48722317,0.17035775,0,1.94207837,93.867121,50.528109,100,7,3.3,13166.81,250416,11,2.66497462,16.2,3.83049986,20.4708291,6.5,Yes,10.546875,10.4800513,2.71077681,12.6571169,29.1,23.3,50.266489,49.84,,0
0,0,3875,23.8967742,21.5225807,0.28387097,1.16129032,1.18709677,0,1.98709677,94.8645161,49.9612903,100,3.6,1.7,14108.97,188596,10.1,2.66666667,15.7,4.19960658,17.8616994,5.7,No,8.77742947,9.68325897,2.58196803,13.3806285,31.1,31.2,44.8538443,41.03,,0
1,0,6758,17.0908553,29.0026635,1.13939035,6.59958568,1.39094407,0.0444,4.01006215,84.7736017,49.4377035,49.9577107,4.1,2.4,14062.31,267271,12.9,3.85254068,19.8,3.60278586,17.9452669,3.7,Yes,15.0974026,12.9723619,3.31506095,15.5108402,32.7,19.5,92.9517902,89.84,3.344444444,0
1,0,2330,25.3218884,23.3476395,0.51502146,0.60085837,0.64377682,0,1.28755365,96.7811159,50.3862661,100,2.4,1.2,14241.11,91714,13.8,3.00546448,23.1,4.05890738,12.8810648,5.5,Yes,10.2564103,10.8900217,2.90904848,13.4195916,36.5,36.8,4.69543147,47.21,2.210344828,0
0,0,7147,22.5129425,20.8339163,0.65761858,1.49713166,0.363789,0.084,4.86917588,91.9686582,47.446481,55.3697662,10.8,5.2,13770.77,514435,9.9,3.16925152,11.8,3.26588886,28.3245999,5.5,No,6.50154799,10.5881211,2.84574554,13.320887,27.1,24.6,64.9401849,56.88,,0
0,0,4212,23.5517569,25.4510921,0.37986705,7.78727445,0.45109212,0.095,1.59069326,87.3931624,48.5517569,100,4.2,2.5,12691,216574,15.9,3.27148438,21.1,4.80763272,16.5641268,6,No,11.2271541,13.1850654,3.30743287,15.6007771,29.8,36.2,53.5705924,52.14,,0
0,0,1918,23.4098019,24.4004171,0.20855057,2.60688217,0.26068822,0.10427529,2.08550574,91.5537018,50.2606882,100,1.1,0.6,13687.63,109136,11.2,2.59259259,12.4,4.39276258,15.4400412,4.9,No,5.05747126,13.2149866,3.27420394,15.0153099,25.9,30.4,56.8921012,60.31,,0
1,0,6111,31.4842088,15.594829,0.47455408,0.85092456,0.36000655,0.0164,4.84372443,92.9962363,48.6499755,100,11.6,5.4,13961.48,214104,9.5,3.0835646,10.8,2.63827239,8.40618695,5.7,No,7.69230769,9.72737833,2.64456742,12.7163447,28.8,21.4,2.21921057,58.23,3.428571429,0
0,0,3262,21.9190681,25.3218884,0.12262416,0.55180871,0.39852851,0.0307,1.37952177,96.5358676,50.1226242,100,2.4,1.3,14181.75,185945,9,2.29885058,12.6,4.51935981,21.3610009,5.7,No,7.14285714,9.71013508,2.68238673,12.6584013,31.1,21,55.0859808,48.78,,0
0,0,3376,30.5687204,15.4324645,0.41469194,0.41469194,0.41469194,0.0296,1.48104265,96.3270142,49.9407583,100,7.7,2.7,13833.84,172033,8.8,4.61451885,12.9,3.36626476,11.6856559,6.8,No,6.13207547,10.3595869,2.74490832,13.6906313,27.8,22,14.350045,33.34,,0
0,0,1249,23.2185749,17.7742194,0.88070456,2.32185749,0.24019215,0,2.64211369,92.233787,47.3979183,100,0.5,0.3,13856.36,88038,11.4,2.4623803,9.8,2.6248324,0,4.9,No,9.09090909,11.2831912,2.89666629,14.5748001,39.8,29,51.7928287,53.17,,0
5,0,17650,24.0849858,17.3201133,0.70254958,11.9093484,0.77620397,0.0453,3.20113315,81.8016997,50.8215297,25.2731759,23,10.3,14023.12,1084280,8.5,2.57836198,12.3,4.07923377,28.8690139,5.6,No,12.1900827,11.5296882,3.06820269,15.2320986,32.5,20.3,80.1785924,57.54,2.790909091,0
2,0,7380,25.4742547,22.99458,0.98915989,1.38211382,0.25745257,0.0271,2.85907859,93.8346884,51.1517615,100,9,4.1,13289.11,497488,12.7,2.84916201,17.1,3.94574228,25.8222343,7.3,No,9.39130435,11.371259,2.95639903,13.2806062,32.9,20.4,43.5516819,35.75,4.692857143,0
1,0,1282,20.6708268,25.2730109,0.54602184,8.58034321,0.23400936,0.078,1.40405616,87.4414977,48.049922,100,1.7,0.8,14321.83,87885,9.3,3.05232558,12.9,3.74144655,30.3490137,5.6,No,9.48275862,11.5854996,3.05536535,14.1561936,25.4,18.8,58.2394366,48.1,3.391666667,0
0,0,3307,33.4139704,13.3655882,1.05836105,52.3132749,0.15119444,0.0302,4.56607197,39.4315089,49.7429695,100,1.6,0.6,13459.2,70597,30.7,4.92957747,41.6,6.11010184,0,4.8,No,21.1055276,23.144682,4.88945251,27.8726733,35.2,26.2,14.7476081,72.8,,0
3,0,2043,23.4948605,26.9211943,0.14684288,0.68526677,0.1957905,0.14684288,4.99265786,92.8536466,49.4860499,100,3.9,2,13761.82,218648,12.6,2.5,20.9,3.70622307,19.7238659,6.1,No,6.32183908,10.2513539,2.70708086,12.1984109,22.5,26.2,38.4355384,43.26,4.15625,0
0,0,928,22.1982759,23.2758621,0.32327586,4.52586207,0,0.32327586,2.37068966,88.9008621,50.6465517,100,1,0.6,13341.79,71155,13,2.69784173,23.8,4.07576037,0,5.2,No,8.33333333,10.7256962,2.81198698,13.6061099,27,21.9,55.5666004,57.7,,0
1,0,4919,22.9111608,23.1551128,0.44724538,1.0977841,0.63020939,0.0203,2.11425086,94.4907502,48.6887579,100,6.2,3.3,14051.18,252344,9.4,2.91588785,12.4,3.4881334,22.2132472,6.2,No,9.87124464,10.5476447,2.76387417,12.8707831,30.3,24.4,66.6666667,48.58,3.852,0
2,0,13057,20.1194761,21.9882056,1.04924562,1.24071379,1.01861071,0.0536,2.64991958,92.8773838,47.8440683,44.875,19.9,9.9,13770.86,549295,8.6,3.40738517,11.9,4.23648784,12.4912171,6.9,No,7.45473908,11.3769234,2.97876857,14.2198717,31.5,23.4,9.71428571,54.96,5.517391304,0
9,0,25741,17.8703236,21.8212191,0.76143118,2.35810575,1.48401383,0.0777,3.34097354,90.6103104,50.013597,36.8842595,30.1,15.9,14516.16,973243,11.9,2.93667788,14.7,4.18634538,17.696331,5,Yes,11.5813954,10.4106713,2.87178548,15.1708368,26.4,18.4,85.3467237,62.56,0.510714286,0
55,0,58807,27.9983675,12.8692163,1.49131906,0.71930212,1.35528083,0.0527,2.21402214,92.8171816,50.5211965,29.2651914,77.7,31,13177.19,2200313,3.7,2.29630737,3.8,3.55974365,12.5300014,8.3,Yes,6.8568294,9.26470272,2.50349378,13.2071538,30.3,20,80.1887213,40.24,4.24516129,0
2,0,3821,29.390212,15.8335514,0.68045014,39.1258833,0.31405391,0.0523,2.69562942,55.7183983,47.7100236,100,2.3,1,13090.41,277536,22.3,4.14719626,30.4,3.61011245,7.68442623,5.6,No,12.3188406,17.0684212,3.91564893,21.0964119,37.6,32.3,30.412783,59.09,2.248484848,0
2,1,5112,23.2981221,20.2073552,0.5086072,9.52660407,0.19561815,0,12.1478873,79.4796557,46.2050078,100,9.8,3,13593.86,284634,11,3.82352941,18.1,3.80727557,22.8975854,5.4,Yes,9.79827089,11.2824043,2.91991088,14.2838578,30.3,19.1,1.95446735,60.42,0.903846154,0
0,0,5546,27.5333574,18.9866571,0.79336459,1.33429499,0.25243419,0.0721,4.25531915,92.8957807,49.8918139,100,2.2,4.3,13493.07,76516,10,2.49756731,13.3,3.20817976,18.1851246,7.2,Yes,6.56108597,10.5028724,2.80062048,13.5648021,36.3,26.8,27.9102884,54.12,4.16744186,0
1,0,2407,24.5949315,28.0847528,0.62318239,0.24927295,0.37390943,0.0831,1.37100125,96.5101787,50.4777732,100,5.6,1.2,13952.97,374220,15.1,3.77176016,24.9,5.03728285,20.6100577,5.3,Yes,7.96019901,12.0051152,3.15081583,14.2775474,30.8,25.6,46.400976,33.72,,0
1,0,28294,22.8422987,15.2541175,1.89439457,3.00063618,1.13805047,0.1166325,4.50625574,87.0467237,47.9571641,37.9963828,7.3,3.2,13693.66,700392,9.9,3.28914723,11.5,3.6238985,9.63666215,5.5,Yes,10.6053496,12.1807804,2.86679771,15.9585325,29.2,21,66.9654793,70.49,2.067741935,0
0,0,2042,30.705191,15.4750245,0.29382958,54.5543585,0.24485798,0,3.67286974,37.8060725,48.1390793,100,1.6,0.6,13072.51,33186,33,4.88126649,38.8,7.24044063,0,5,No,23.943662,26.3090753,5.09738537,28.6614052,35.8,27.7,0,75.13,,0
